Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1703,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1705,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.88,192.168.1.6,(empty),(empty),4670,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.88,192.168.1.6,(empty),(empty),4671,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.88,192.168.1.6,(empty),(empty),4673,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.88,192.168.1.6,(empty),(empty),4674,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2738,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2740,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1028,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1030,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.54,192.168.1.6,(empty),(empty),2149,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.54,192.168.1.6,(empty),(empty),2150,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.54,192.168.1.6,(empty),(empty),2152,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.54,192.168.1.6,(empty),(empty),2153,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1433,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1435,135,epmap,(empty),0,1
13/Apr/2011 08:52:56,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1436,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1688,135,epmap,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1689,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1690,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1690,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1691,135,epmap,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.43,192.168.1.6,(empty),(empty),1692,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4850,135,epmap,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4851,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4852,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4852,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4853,135,epmap,inbound,1,0
13/Apr/2011 08:52:57,Info,Built,ASA-session-6-302013,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4854,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1215,135,epmap,(empty),0,1
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1217,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.92,192.168.1.6,(empty),(empty),1898,135,epmap,(empty),0,1
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.92,192.168.1.6,(empty),(empty),1899,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.92,192.168.1.6,(empty),(empty),1901,135,epmap,(empty),0,1
13/Apr/2011 08:52:57,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.92,192.168.1.6,(empty),(empty),1902,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1709,135,epmap,inbound,1,0
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1710,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1710,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1711,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1034,135,epmap,inbound,1,0
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1035,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1035,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1036,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3982,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3982,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2744,135,epmap,inbound,1,0
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2745,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2745,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:58,Info,Built,ASA-session-6-302013,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2746,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.74,192.168.1.6,(empty),(empty),2238,135,epmap,(empty),0,1
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.74,192.168.1.6,(empty),(empty),2239,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.74,192.168.1.6,(empty),(empty),2241,135,epmap,(empty),0,1
13/Apr/2011 08:52:58,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.74,192.168.1.6,(empty),(empty),2242,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:59,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1697,135,epmap,inbound,1,0
13/Apr/2011 08:52:59,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1698,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1698,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:52:59,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1699,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:52:59,Warning,(empty),ASA--4-733100,(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),(empty),0,0
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1613,135,epmap,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1615,135,epmap,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1616,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.140,192.168.1.2,(empty),(empty),4454,445,microsoft-ds,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.70,192.168.1.6,(empty),(empty),1417,135,epmap,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.70,192.168.1.6,(empty),(empty),1418,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.70,192.168.1.6,(empty),(empty),1420,135,epmap,(empty),0,1
13/Apr/2011 08:52:59,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.70,192.168.1.6,(empty),(empty),1421,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:52:59,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:52:59,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4479,135,epmap,(empty),0,1
13/Apr/2011 08:53:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4481,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4558,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4482,135,epmap,inbound,1,0
13/Apr/2011 08:53:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4483,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4558,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4483,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4484,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:00,Info,Built,ASA-session-6-302013,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4139,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:00,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4139,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1204,135,epmap,(empty),0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1203,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1206,135,epmap,(empty),0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1207,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1037,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1037,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1223,135,epmap,inbound,1,0
13/Apr/2011 08:53:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1224,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:01,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1224,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:01,Info,Built,ASA-session-6-302013,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1225,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1031,135,epmap,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1030,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.156,192.168.1.6,(empty),(empty),3017,135,epmap,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.156,192.168.1.6,(empty),(empty),3019,135,epmap,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.156,192.168.1.6,(empty),(empty),3020,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302016,UDP,192.168.2.86,192.168.1.2,(empty),(empty),123,123,ntp,(empty),0,1
13/Apr/2011 08:53:02,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4559,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4559,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4675,135,epmap,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4674,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4677,135,epmap,(empty),0,1
13/Apr/2011 08:53:02,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4678,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:03,Info,Built,ASA-session-6-302013,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1735,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1735,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.133,192.168.1.6,(empty),(empty),4873,135,epmap,inbound,0,1
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.133,192.168.1.6,(empty),(empty),4874,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.133,192.168.1.6,(empty),(empty),4876,135,epmap,inbound,0,1
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.133,192.168.1.6,(empty),(empty),4877,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4278,135,epmap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4279,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4280,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4280,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4281,135,epmap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.72,192.168.1.6,(empty),(empty),4282,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302015,UDP,192.168.2.96,192.168.1.2,(empty),(empty),4560,389,389_udp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4674,135,epmap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4675,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4676,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4676,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4677,135,epmap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.79,192.168.1.6,(empty),(empty),4678,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4561,135,epmap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4562,49155,49155_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302015,UDP,192.168.2.96,192.168.1.2,(empty),(empty),4563,389,389_udp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4564,49158,49158_tcp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4565,389,ldap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4566,389,ldap,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:04,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4567,445,microsoft-ds,inbound,1,0
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4565,389,ldap,inbound,0,1
13/Apr/2011 08:53:04,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.2,(empty),(empty),4566,389,ldap,inbound,0,1
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302015,UDP,192.168.1.2,10.200.150.2,(empty),(empty),54493,53,domain,outbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302015,UDP,10.200.150.2,192.168.1.2,(empty),(empty),64611,53,domain,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.106,192.168.1.6,(empty),(empty),3219,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.106,192.168.1.6,(empty),(empty),3219,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4814,135,epmap,(empty),0,1
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4813,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.146,192.168.1.6,(empty),(empty),2852,135,epmap,(empty),0,1
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1034,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1035,135,epmap,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1036,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1036,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3931,135,epmap,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3932,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3933,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3933,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3934,135,epmap,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.124,192.168.1.6,(empty),(empty),3935,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:16,Info,Built,ASA-session-6-302013,TCP,192.168.2.98,192.168.1.6,(empty),(empty),1412,43032,43032_tcp,inbound,1,0
